sentence_id,sentence,repo,revision,iso_code,nll,ppl
0,"""Сега имаме мишки на 4 месеца, които преди имаха диабет, но сега нямат, добави той.",BeetleLM/beetlelm_bul_mono,step-30000,bul,4.0319623947143555,56.37142576306911
1,"Д - р Ехуд Ур, професор по медицина в университета „Далхаузи“ в Халифакс, Нова Скотия и председател на клиничния и научен отдел на Канадската асоциация за диабет, предупреди, че изследването все още е в началото си.",BeetleLM/beetlelm_bul_mono,step-30000,bul,4.044440746307373,57.079255321981584
2,"Той е скептично настроен, подобно на някои други експерти, относно това дали диабетът може да бъде излекуван, като отбеляза, че тези находки нямат отношение към хората, които вече имат диабет тип 1.",BeetleLM/beetlelm_bul_mono,step-30000,bul,3.28977632522583,26.83686025586186
3,"В понеделник постоянният секретар на Нобеловия комитет по литература в Шведската академия, Сара Даниъс, обяви публично по време на радио предаване по радио Sveriges в Швеция, че комитетът се е отказал от усилията си да достигне до Боб Дилън, защото не може да се свърже директно с него за спечелването на Нобеловата награда за литература за 2016 г.",BeetleLM/beetlelm_bul_mono,step-30000,bul,3.688183307647705,39.97216383150008
4,"Даниъс каза: „Засега не правим нищо. Обадих се, изпратих имейл на най - близкия му сътрудник, получих много приятелски отговори. В момента това е достатъчно.“",BeetleLM/beetlelm_bul_mono,step-30000,bul,4.146515846252441,63.21337106453832
5,"По - рано Джейми Симиноф, изпълнителният директор на Ринг, отбеляза, че компанията е започнала, когато звънецът на вратата му не се е чувал в магазина му в гаража.",BeetleLM/beetlelm_bul_mono,step-30000,bul,3.642282724380493,38.17888921040349
6,"Той каза, че е създал WiFi звънец.",BeetleLM/beetlelm_bul_mono,step-30000,bul,3.133495330810547,22.95407156040177
7,"Симиноф каза, че продажбите са се увеличили след като през 2013 г. се появил в епизод на Shark Tank, където журито в шоуто е отказало да финансира стартиращата компания.",BeetleLM/beetlelm_bul_mono,step-30000,bul,3.555197238922119,34.994721608205
8,Симиноф се появи по канала за телевизионно пазаруване QVC в края на 2017 г.,BeetleLM/beetlelm_bul_mono,step-30000,bul,3.4495370388031006,31.48581222468887
9,Ринг също постигна съдебно споразумение с конкурентната охранителна фирма ADT Corporation.,BeetleLM/beetlelm_bul_mono,step-30000,bul,2.86948299407959,17.62790211374792
10,"Досега не са ясно демонстрирани лекарства, подходящи за лечение на съществуваща инфекция, въпреки че една експериментална ваксина изглежда способна да намали смъртността от ебола.",BeetleLM/beetlelm_bul_mono,step-30000,bul,3.2017712593078613,24.576022175981734
11,"Един коктейл от антитела, ZMapp, първоначално беше много обещаващ в тази област, но официалните проучвания показват, че той има по-малък принос, отколкото е необходим, за предотвратяване на смъртни случаи.",BeetleLM/beetlelm_bul_mono,step-30000,bul,2.93772554397583,18.872871941841765
12,"ZMapp служи като контрола в проучването PALM, което означава, че учените го използват като базова линия и сравняват другите три лечения с него.",BeetleLM/beetlelm_bul_mono,step-30000,bul,3.6017510890960693,36.66237735653516
13,Американската гимнастическа асоциация подкрепя писмото на Олимпийския комитет на САЩ и приема необходимостта олимпийското семейство да осигури безопасна среда за всички наши спортисти.,BeetleLM/beetlelm_bul_mono,step-30000,bul,3.216872215270996,24.94995990721525
14,"Съгласни сме с изявлението на ОК на САЩ, че интересите на нашите спортисти и клубове, и на техния спорт, могат да бъдат по - добре обслужени чрез преминаване към значима промяна в нашата организация, а не чрез десертификация.",BeetleLM/beetlelm_bul_mono,step-30000,bul,3.5062637329101562,33.32352929507608
