sentence_id,sentence,repo,revision,iso_code,nll,ppl
0,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",BeetleLM/beetlelm_fas-eng_part_time,step-8000,eng,9.862289428710938,19192.779675318216
1,"Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",BeetleLM/beetlelm_fas-eng_part_time,step-8000,eng,8.26513957977295,3886.015349091314
2,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",BeetleLM/beetlelm_fas-eng_part_time,step-8000,eng,10.27777099609375,29078.984091844
3,"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",BeetleLM/beetlelm_fas-eng_part_time,step-8000,eng,9.566669464111328,14280.774399946484
4,"Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",BeetleLM/beetlelm_fas-eng_part_time,step-8000,eng,10.389626502990723,32520.518351109364
5,"Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",BeetleLM/beetlelm_fas-eng_part_time,step-8000,eng,9.040393829345703,8437.099179037237
6,"He built a WiFi door bell, he said.",BeetleLM/beetlelm_fas-eng_part_time,step-8000,eng,9.025897026062012,8315.670502359315
7,Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,BeetleLM/beetlelm_fas-eng_part_time,step-8000,eng,10.33864688873291,30904.18494204283
8,"In late 2017, Siminoff appeared on shopping television channel QVC.",BeetleLM/beetlelm_fas-eng_part_time,step-8000,eng,8.644335746765137,5677.894445440693
9,"Ring also settled a lawsuit with competing security company, the ADT Corporation.",BeetleLM/beetlelm_fas-eng_part_time,step-8000,eng,9.450024604797363,12708.477949343951
