sentence_id,sentence,repo,revision,iso_code,nll,ppl
0,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,4.976494789123535,144.96535591125377
1,"Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,3.971632957458496,53.071123005915716
2,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,4.6327738761901855,102.79882018855588
3,"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,3.7486090660095215,42.46197909544531
4,"Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,5.2908501625061035,198.51212125227588
5,"Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,5.168627738952637,175.67360196184376
6,"He built a WiFi door bell, he said.",BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,6.973565578460693,1068.0240932202685
7,Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,5.326135635375977,205.64176196986708
8,"In late 2017, Siminoff appeared on shopping television channel QVC.",BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,5.249387264251709,190.4495374598071
9,"Ring also settled a lawsuit with competing security company, the ADT Corporation.",BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,5.196634769439697,180.6632442704636
10,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.",BeetleLM/beetlelm_zho_L1-eng_L2_balanced,step-30000,eng,5.005959987640381,149.30034086650787
